mathMarks,scienceMarks,englishMarks,socialScienceMarks,itMarks,learningStyle,careerInclination,stream
47,66,78,76,42,Creative,Arts,Humanities
86,54,55,52,42,Theoretical,Finance,Commerce
82,96,72,69,99,Theoretical,Skilled,CS
74,90,72,40,51,Practical,Technology,BioIP
98,60,41,49,81,Research,Technology,CS
89,75,44,65,75,Theoretical,Technology,CS
61,81,59,47,66,Research,Medical,BioIP
77,83,74,30,99,Research,Skilled,CS
57,69,67,75,32,Theoretical,Arts,Humanities
88,60,62,56,52,Theoretical,Finance,Commerce
37,50,60,76,35,Theoretical,Civics,Humanities
73,95,60,41,49,Theoretical,Skilled,Bio
61,52,88,76,62,Theoretical,Skilled,Commerce
51,44,69,81,48,Theoretical,Civics,Humanities
35,43,74,84,40,Creative,Arts,Humanities
37,34,65,93,51,Theoretical,Arts,Humanities
93,96,69,61,89,Research,Skilled,CS
54,35,64,100,30,Theoretical,Arts,Humanities
56,90,89,49,80,Practical,Medical,BioIP
69,65,50,71,60,Practical,Skilled,Commerce
85,61,90,64,50,Theoretical,Technology,Commerce
64,96,52,47,82,Research,Technology,BioIP
59,61,67,73,58,Theoretical,Arts,Humanities
76,69,89,70,62,Theoretical,Finance,Commerce
82,67,58,68,67,Theoretical,Skilled,Commerce
99,95,41,34,89,Research,Technology,CS
74,74,58,40,87,Research,Creative,CS
77,90,55,70,60,Research,Technology,BioIP
53,42,69,84,37,Theoretical,Civics,Humanities
62,51,99,95,31,Creative,Civics,Humanities
68,70,75,60,59,Research,Technology,BioIP
37,39,99,75,33,Creative,Arts,Humanities
50,52,85,91,44,Creative,Civics,Humanities
54,65,61,92,42,Creative,Civics,Humanities
70,79,51,60,33,Research,Skilled,Bio
95,89,51,46,95,Practical,Skilled,CS
39,67,97,92,31,Theoretical,Arts,Humanities
59,87,65,63,58,Research,Medical,Bio
67,44,50,56,42,Practical,Finance,Commerce
48,42,76,93,34,Theoretical,Arts,Humanities
68,51,87,69,48,Theoretical,Technology,Commerce
61,67,67,66,79,Practical,Technology,Commerce
72,95,60,50,82,Research,Technology,BioIP
70,98,74,44,84,Theoretical,Technology,CS
69,67,98,96,48,Theoretical,Civics,Humanities
50,36,78,98,45,Theoretical,Civics,Humanities
72,94,82,70,60,Practical,Medical,BioIP
75,93,72,49,56,Practical,Technology,BioIP
69,51,78,78,64,Practical,Skilled,Commerce
74,79,80,51,94,Research,Creative,CS
47,61,81,87,44,Theoretical,Arts,Humanities
66,71,79,49,58,Research,Skilled,Bio
77,74,75,59,84,Research,Technology,BioIP
94,85,43,50,78,Practical,Skilled,CS
99,92,65,39,99,Theoretical,Creative,CS
82,60,62,51,86,Practical,Technology,CS
99,67,70,54,85,Practical,Skilled,CS
65,94,53,69,48,Research,Medical,Bio
59,68,99,82,56,Creative,Civics,Humanities
54,82,79,60,66,Theoretical,Skilled,Bio
73,55,53,78,62,Practical,Skilled,Commerce
83,59,73,69,62,Theoretical,Technology,Commerce
30,31,76,93,35,Creative,Arts,Humanities
80,76,69,55,66,Theoretical,Skilled,Bio
65,64,63,58,60,Practical,Technology,Commerce
78,92,66,52,32,Theoretical,Skilled,Bio
64,86,81,64,66,Practical,Medical,BioIP
84,90,54,59,74,Practical,Medical,BioIP
64,44,82,60,69,Theoretical,Technology,Commerce
36,52,82,98,40,Creative,Arts,Humanities
67,49,64,85,59,Creative,Arts,Humanities
32,32,60,75,41,Theoretical,Arts,Humanities
72,73,68,47,89,Practical,Technology,BioIP
46,47,96,77,34,Theoretical,Civics,Humanities
75,71,78,55,54,Research,Medical,Bio
50,84,77,55,45,Theoretical,Medical,Bio
88,89,82,68,60,Practical,Technology,BioIP
87,54,72,77,71,Theoretical,Skilled,Commerce
90,75,59,70,75,Research,Skilled,CS
63,45,87,99,59,Creative,Civics,Humanities
84,70,47,32,71,Practical,Technology,CS
62,62,87,53,51,Practical,Finance,Commerce
43,66,81,94,49,Creative,Civics,Humanities
99,96,41,31,90,Practical,Technology,CS
76,90,54,66,43,Theoretical,Medical,Bio
90,73,78,70,74,Research,Technology,BioIP
89,56,50,74,60,Practical,Skilled,Commerce
77,94,50,40,83,Practical,Technology,BioIP
56,96,77,43,79,Research,Technology,BioIP
63,86,81,56,61,Practical,Medical,BioIP
83,42,64,60,77,Theoretical,Skilled,Commerce
64,46,86,57,48,Practical,Skilled,Commerce
98,93,52,34,74,Practical,Skilled,CS
60,71,60,40,54,Research,Medical,Bio
90,67,41,70,71,Research,Technology,CS
89,86,80,58,68,Practical,Medical,BioIP
43,36,100,82,53,Theoretical,Civics,Humanities
71,91,60,62,50,Research,Skilled,Bio
62,35,80,73,46,Theoretical,Civics,Humanities
82,52,50,66,44,Theoretical,Technology,Commerce
70,55,72,77,57,Theoretical,Civics,Humanities
68,80,61,70,83,Practical,Technology,BioIP
74,98,77,62,37,Research,Medical,Bio
73,100,53,50,31,Research,Medical,Bio
78,71,59,43,50,Theoretical,Medical,Bio
74,83,65,55,57,Theoretical,Medical,Bio
76,80,64,44,52,Theoretical,Medical,Bio
71,81,78,46,53,Research,Medical,BioIP
67,92,54,61,63,Research,Medical,BioIP
52,39,80,74,44,Creative,Arts,Humanities
79,95,68,63,54,Practical,Medical,BioIP
74,48,60,73,43,Theoretical,Skilled,Commerce
54,98,68,64,33,Research,Skilled,Bio
54,64,76,88,45,Creative,Civics,Humanities
41,39,99,73,48,Theoretical,Arts,Humanities
80,74,72,58,60,Research,Technology,BioIP
86,43,85,70,41,Theoretical,Skilled,Commerce
61,82,74,46,88,Research,Medical,BioIP
50,83,58,69,73,Research,Technology,BioIP
66,76,64,50,59,Practical,Technology,BioIP
53,35,98,98,33,Theoretical,Arts,Humanities
44,43,76,73,42,Theoretical,Civics,Humanities
58,53,61,81,33,Creative,Arts,Humanities
32,53,94,99,48,Theoretical,Arts,Humanities
30,68,79,73,51,Creative,Civics,Humanities
62,59,86,60,65,Theoretical,Skilled,Commerce
34,65,72,98,60,Creative,Civics,Humanities
75,98,79,48,54,Theoretical,Skilled,Bio
96,67,77,66,77,Theoretical,Skilled,CS
56,67,60,75,57,Creative,Arts,Humanities
50,87,50,47,51,Theoretical,Skilled,Bio
67,31,66,98,53,Theoretical,Civics,Humanities
54,61,60,81,31,Creative,Civics,Humanities
35,50,85,83,40,Theoretical,Arts,Humanities
78,98,65,44,83,Practical,Skilled,CS
90,79,73,32,91,Practical,Creative,CS
45,45,62,73,60,Theoretical,Arts,Humanities
72,56,83,69,75,Practical,Technology,Commerce
70,96,73,35,75,Practical,Creative,CS
96,89,52,41,86,Research,Skilled,CS
75,93,80,56,46,Theoretical,Skilled,Bio
66,49,86,70,62,Practical,Finance,Commerce
80,41,84,80,44,Practical,Skilled,Commerce
38,64,63,89,55,Theoretical,Civics,Humanities
98,93,53,58,100,Practical,Technology,CS
79,80,55,50,96,Practical,Technology,CS
70,44,84,79,39,Creative,Arts,Humanities
79,99,77,64,60,Theoretical,Skilled,Bio
66,83,90,47,61,Practical,Technology,BioIP
70,77,80,52,71,Theoretical,Creative,CS
81,42,50,79,80,Theoretical,Skilled,Commerce
67,68,59,59,64,Theoretical,Skilled,Commerce
74,80,55,49,51,Theoretical,Medical,Bio
39,41,85,94,43,Creative,Civics,Humanities
83,84,51,64,98,Practical,Technology,CS
73,92,40,42,99,Practical,Creative,CS
88,92,64,61,84,Research,Medical,BioIP
81,100,76,52,98,Research,Skilled,CS
56,78,71,68,68,Theoretical,Medical,Bio
71,74,57,49,61,Theoretical,Skilled,Bio
65,88,55,48,54,Practical,Medical,BioIP
80,86,79,64,60,Theoretical,Skilled,Bio
71,72,50,40,68,Practical,Technology,BioIP
61,48,62,90,47,Theoretical,Arts,Humanities
83,92,66,65,79,Practical,Creative,CS
96,88,47,69,82,Practical,Creative,CS
74,58,78,65,46,Theoretical,Skilled,Commerce
52,80,54,65,67,Practical,Medical,BioIP
84,40,78,74,42,Theoretical,Technology,Commerce
69,53,51,68,55,Practical,Finance,Commerce
78,53,62,54,79,Practical,Finance,Commerce
62,32,94,88,33,Theoretical,Arts,Humanities
69,73,69,46,66,Practical,Technology,BioIP
71,70,62,75,47,Theoretical,Finance,Commerce
85,97,45,44,73,Practical,Skilled,CS
61,59,81,87,33,Creative,Civics,Humanities
56,82,51,46,69,Research,Skilled,Bio
76,72,67,42,80,Research,Medical,BioIP
88,58,64,53,42,Theoretical,Skilled,Commerce
61,68,63,69,63,Practical,Technology,Commerce
75,74,72,68,35,Research,Skilled,Bio
40,59,64,70,30,Creative,Civics,Humanities
51,70,72,47,69,Theoretical,Skilled,Bio
59,78,75,66,50,Research,Medical,Bio
74,71,50,56,61,Practical,Medical,BioIP
78,86,78,70,58,Practical,Medical,BioIP
61,94,57,63,87,Practical,Medical,BioIP
65,84,78,44,82,Research,Technology,BioIP
82,71,41,39,90,Practical,Creative,CS
78,87,57,64,65,Research,Medical,Bio
62,97,73,42,63,Research,Skilled,Bio
56,76,69,47,68,Research,Medical,Bio
77,100,40,59,92,Theoretical,Creative,CS
51,32,85,80,53,Theoretical,Arts,Humanities
63,70,69,68,45,Practical,Finance,Commerce
97,70,59,46,85,Practical,Skilled,CS
39,34,100,72,32,Theoretical,Civics,Humanities
37,64,91,90,46,Creative,Civics,Humanities
71,97,58,54,85,Research,Technology,BioIP
90,83,65,65,88,Practical,Technology,CS
91,92,65,66,96,Practical,Technology,CS
68,46,73,70,50,Practical,Technology,Commerce
81,87,74,42,83,Practical,Technology,BioIP
68,99,73,67,32,Research,Skilled,Bio
52,93,52,53,51,Research,Medical,BioIP
53,88,81,68,87,Research,Technology,BioIP
74,93,73,48,89,Research,Creative,CS
86,72,52,50,76,Practical,Medical,BioIP
95,79,47,30,84,Research,Technology,CS
74,71,72,43,89,Practical,Technology,CS
35,50,80,73,60,Theoretical,Arts,Humanities
66,76,74,40,52,Theoretical,Skilled,Bio
91,69,60,66,98,Theoretical,Skilled,CS
78,60,68,59,42,Theoretical,Finance,Commerce
73,67,72,80,72,Practical,Finance,Commerce
100,81,63,68,99,Practical,Skilled,CS
62,84,71,68,52,Practical,Medical,BioIP
77,69,54,51,71,Theoretical,Finance,Commerce
61,88,85,66,50,Practical,Medical,BioIP
69,42,97,83,53,Creative,Arts,Humanities
69,44,54,67,63,Theoretical,Finance,Commerce
57,66,99,88,52,Theoretical,Arts,Humanities
51,34,68,83,41,Creative,Arts,Humanities
53,84,65,61,31,Theoretical,Medical,Bio
80,93,88,68,78,Research,Technology,BioIP
47,45,88,86,47,Theoretical,Civics,Humanities
86,82,66,69,84,Theoretical,Technology,CS
63,69,81,70,77,Practical,Skilled,Commerce
81,82,80,67,52,Research,Technology,BioIP
55,71,55,49,77,Research,Technology,BioIP
78,94,67,69,44,Theoretical,Skilled,Bio
63,30,75,97,42,Theoretical,Arts,Humanities
83,89,85,51,72,Research,Medical,BioIP
75,59,65,73,52,Practical,Skilled,Commerce
82,93,61,61,96,Research,Skilled,CS
85,72,66,45,70,Research,Technology,BioIP
69,63,71,89,45,Creative,Civics,Humanities
33,60,75,71,50,Theoretical,Civics,Humanities
56,80,71,53,36,Theoretical,Skilled,Bio
95,75,78,42,88,Practical,Creative,CS
67,39,97,97,40,Creative,Arts,Humanities
72,67,69,65,58,Practical,Technology,Commerce
73,98,69,58,51,Research,Medical,Bio
67,100,82,42,66,Practical,Medical,BioIP
57,80,50,47,54,Research,Medical,BioIP
53,35,68,94,35,Creative,Arts,Humanities
79,93,77,65,64,Research,Medical,BioIP
60,53,51,78,80,Practical,Technology,Commerce
60,49,87,70,55,Theoretical,Technology,Commerce
84,40,53,64,64,Practical,Finance,Commerce
86,65,47,64,81,Theoretical,Technology,CS
64,42,70,55,74,Practical,Technology,Commerce
93,89,52,43,73,Theoretical,Creative,CS
51,73,68,47,36,Theoretical,Medical,Bio
65,98,74,62,48,Research,Medical,Bio
59,95,68,44,63,Theoretical,Skilled,Bio
54,82,61,62,36,Theoretical,Skilled,Bio
63,99,60,69,70,Research,Skilled,Bio
51,52,90,76,33,Creative,Civics,Humanities
77,77,71,70,92,Research,Skilled,CS
82,76,67,70,70,Research,Creative,CS
54,77,70,40,69,Research,Skilled,Bio
63,75,79,40,80,Practical,Medical,BioIP
76,66,67,75,74,Practical,Skilled,Commerce
57,70,73,46,81,Research,Technology,BioIP
62,60,84,73,77,Practical,Skilled,Commerce
63,98,62,48,81,Research,Medical,BioIP
67,62,57,76,66,Theoretical,Finance,Commerce
99,97,71,43,92,Research,Creative,CS
69,89,66,55,58,Research,Medical,Bio
38,30,62,91,59,Theoretical,Arts,Humanities
64,76,87,69,67,Practical,Medical,BioIP
57,92,51,66,58,Practical,Medical,BioIP
71,71,77,70,81,Practical,Medical,BioIP
61,70,54,42,37,Theoretical,Skilled,Bio
52,83,73,45,51,Research,Skilled,Bio
93,76,66,49,99,Research,Creative,CS
65,70,53,45,40,Research,Skilled,Bio
73,99,75,44,70,Research,Creative,CS
78,77,57,59,54,Research,Skilled,Bio
68,57,97,79,32,Theoretical,Civics,Humanities
86,85,76,51,84,Research,Creative,CS
63,95,64,64,84,Practical,Technology,BioIP
91,94,49,36,79,Practical,Technology,CS
76,80,71,37,98,Research,Creative,CS
70,76,64,48,62,Theoretical,Medical,Bio
49,67,88,70,41,Theoretical,Arts,Humanities
51,81,72,62,83,Practical,Medical,BioIP
55,91,67,60,83,Research,Medical,BioIP
68,85,63,47,58,Research,Skilled,Bio
79,61,81,55,63,Practical,Technology,Commerce
56,85,89,44,87,Research,Technology,BioIP
68,32,69,79,49,Creative,Civics,Humanities
59,71,88,52,56,Practical,Medical,BioIP
74,97,73,65,83,Research,Creative,CS
56,87,50,49,78,Practical,Technology,BioIP
43,35,67,94,60,Creative,Civics,Humanities
83,64,65,30,94,Research,Creative,CS
73,76,71,63,47,Theoretical,Medical,Bio
80,94,66,44,98,Research,Technology,CS
40,41,89,77,49,Theoretical,Arts,Humanities
62,57,65,91,52,Theoretical,Civics,Humanities
71,54,63,78,50,Practical,Technology,Commerce
80,61,42,48,96,Research,Creative,CS
66,73,64,42,65,Research,Technology,BioIP
97,96,57,44,86,Theoretical,Skilled,CS
30,64,72,79,40,Creative,Arts,Humanities
58,83,50,53,65,Research,Medical,BioIP
79,95,63,41,61,Research,Medical,BioIP
76,77,61,68,74,Research,Technology,CS
95,85,43,50,93,Theoretical,Creative,CS
76,78,54,68,45,Theoretical,Medical,Bio
70,73,78,64,41,Theoretical,Skilled,Bio
59,84,66,62,39,Theoretical,Medical,Bio
59,94,50,64,38,Theoretical,Medical,Bio
100,61,58,67,72,Research,Skilled,CS
85,92,57,46,99,Research,Creative,CS
60,48,65,65,77,Theoretical,Technology,Commerce
74,44,56,60,51,Theoretical,Skilled,Commerce
53,59,74,88,45,Theoretical,Arts,Humanities
53,98,80,55,46,Research,Skilled,Bio
79,97,56,63,40,Research,Medical,Bio
53,87,66,67,53,Practical,Technology,BioIP
55,79,55,63,88,Research,Technology,BioIP
69,93,67,61,39,Theoretical,Skilled,Bio
68,84,78,61,55,Research,Skilled,Bio
89,99,88,63,87,Practical,Medical,BioIP
35,68,92,84,44,Creative,Civics,Humanities
88,80,57,55,74,Practical,Technology,BioIP
52,99,72,65,37,Research,Medical,Bio
54,89,73,47,41,Research,Skilled,Bio
70,80,51,43,52,Practical,Technology,BioIP
82,100,55,36,100,Research,Skilled,CS
70,91,67,58,87,Practical,Skilled,CS
77,71,50,67,70,Research,Skilled,Bio
38,65,99,71,49,Theoretical,Arts,Humanities
67,41,76,75,38,Theoretical,Arts,Humanities
67,98,73,60,56,Theoretical,Skilled,Bio
60,99,67,45,70,Theoretical,Medical,Bio
39,39,71,72,57,Theoretical,Arts,Humanities
88,74,42,58,80,Theoretical,Skilled,CS
62,91,80,58,66,Practical,Technology,BioIP
72,89,78,59,78,Practical,Technology,CS
81,82,63,54,58,Practical,Medical,BioIP
78,83,74,61,98,Theoretical,Creative,CS
75,75,69,62,59,Theoretical,Skilled,Bio
77,96,68,58,43,Theoretical,Medical,Bio
80,81,71,59,82,Practical,Creative,CS
40,46,94,83,45,Theoretical,Civics,Humanities
100,88,52,46,84,Research,Creative,CS
83,40,71,68,44,Practical,Technology,Commerce
75,84,64,50,88,Research,Technology,BioIP
60,54,95,94,42,Theoretical,Arts,Humanities
41,44,81,88,52,Creative,Arts,Humanities
67,86,50,43,69,Theoretical,Medical,Bio
74,49,51,79,77,Practical,Finance,Commerce
66,74,69,65,39,Theoretical,Medical,Bio
56,71,70,67,89,Research,Medical,BioIP
70,64,94,99,51,Creative,Civics,Humanities
72,86,57,70,84,Practical,Medical,BioIP
64,76,52,48,50,Research,Medical,BioIP
45,55,84,87,51,Creative,Arts,Humanities
71,71,52,48,33,Research,Medical,Bio
68,60,64,59,71,Practical,Technology,Commerce
55,78,86,56,75,Practical,Technology,BioIP
50,87,63,57,58,Theoretical,Skilled,Bio
74,93,72,64,30,Research,Medical,Bio
82,76,51,44,81,Practical,Creative,CS
65,62,97,71,36,Creative,Civics,Humanities
53,38,90,96,56,Theoretical,Civics,Humanities
78,92,62,59,65,Theoretical,Skilled,Bio
67,52,61,94,36,Creative,Civics,Humanities
69,89,83,46,80,Research,Medical,BioIP
82,76,43,63,86,Practical,Creative,CS
100,87,79,52,80,Practical,Skilled,CS
86,96,41,57,79,Theoretical,Technology,CS
41,48,73,82,40,Creative,Arts,Humanities
64,60,86,55,77,Theoretical,Skilled,Commerce
85,97,90,69,66,Research,Medical,BioIP
38,41,100,79,38,Creative,Civics,Humanities
73,70,66,40,50,Theoretical,Skilled,Bio
87,65,89,78,67,Practical,Skilled,Commerce
60,86,90,53,68,Practical,Medical,BioIP
50,64,68,74,48,Theoretical,Civics,Humanities
77,89,74,59,72,Practical,Medical,BioIP
79,69,59,69,60,Practical,Technology,Commerce
97,95,76,42,77,Practical,Skilled,CS
85,57,74,73,48,Theoretical,Skilled,Commerce
67,76,50,51,46,Theoretical,Skilled,Bio
58,45,91,89,58,Theoretical,Civics,Humanities
82,87,77,61,87,Practical,Technology,BioIP
74,97,52,48,68,Research,Technology,BioIP
70,81,61,37,87,Practical,Skilled,CS
76,44,67,61,45,Theoretical,Skilled,Commerce
79,69,69,70,61,Practical,Skilled,Commerce
100,84,50,60,83,Theoretical,Creative,CS
35,40,83,99,33,Creative,Arts,Humanities
75,73,73,58,35,Research,Medical,Bio
61,68,77,68,79,Practical,Technology,Commerce
65,100,50,64,59,Practical,Medical,BioIP
68,57,85,100,35,Theoretical,Arts,Humanities
72,70,58,59,59,Research,Skilled,Bio
52,89,52,65,89,Practical,Technology,BioIP
96,60,52,66,81,Research,Technology,CS
74,66,82,55,78,Theoretical,Finance,Commerce
70,63,98,99,60,Creative,Civics,Humanities
85,92,59,47,86,Practical,Skilled,CS
56,77,72,57,46,Theoretical,Medical,Bio
44,57,83,76,56,Creative,Arts,Humanities
51,90,89,51,89,Practical,Medical,BioIP
90,70,67,62,79,Research,Creative,CS
50,82,51,65,80,Practical,Medical,BioIP
92,64,73,54,86,Research,Skilled,CS
71,84,79,70,78,Research,Creative,CS
55,84,56,49,66,Theoretical,Skilled,Bio
80,48,65,70,68,Theoretical,Technology,Commerce
63,99,52,46,59,Research,Medical,Bio
54,35,74,72,59,Creative,Arts,Humanities
31,63,79,83,35,Theoretical,Arts,Humanities
78,86,69,53,34,Research,Medical,Bio
64,46,58,65,51,Theoretical,Finance,Commerce
80,70,64,77,63,Practical,Finance,Commerce
100,90,47,43,95,Research,Creative,CS
89,73,54,67,64,Research,Technology,BioIP
97,85,58,70,92,Theoretical,Creative,CS
89,63,80,50,70,Research,Technology,CS
67,87,82,42,58,Research,Technology,BioIP
66,65,57,54,70,Practical,Skilled,Commerce
68,45,70,70,69,Theoretical,Technology,Commerce
73,94,90,63,81,Practical,Technology,BioIP
61,78,66,59,46,Theoretical,Medical,Bio
77,85,76,70,49,Theoretical,Skilled,Bio
62,80,70,54,90,Practical,Medical,BioIP
91,78,43,52,93,Practical,Technology,CS
46,62,70,97,43,Creative,Civics,Humanities
74,84,65,45,67,Research,Medical,Bio
98,76,56,69,98,Research,Skilled,CS
47,61,93,73,51,Theoretical,Arts,Humanities
78,92,83,42,90,Research,Technology,BioIP
57,37,94,85,36,Creative,Arts,Humanities
33,58,88,72,36,Theoretical,Arts,Humanities
74,69,73,71,70,Practical,Skilled,Commerce
31,64,92,70,35,Creative,Civics,Humanities
84,65,43,52,87,Research,Technology,CS
88,94,60,56,77,Research,Medical,BioIP
72,91,62,70,59,Practical,Technology,BioIP
55,82,54,67,53,Research,Medical,BioIP
55,91,76,64,61,Research,Medical,Bio
80,94,77,41,90,Research,Medical,BioIP
83,82,55,63,80,Practical,Technology,CS
50,94,84,44,86,Practical,Medical,BioIP
64,53,58,73,51,Practical,Technology,Commerce
67,59,76,67,56,Practical,Technology,Commerce
59,70,79,63,65,Research,Skilled,Bio
87,86,90,50,75,Practical,Medical,BioIP
71,78,73,62,60,Research,Technology,BioIP
71,85,50,55,57,Practical,Medical,BioIP
60,98,66,62,32,Theoretical,Skilled,Bio
57,48,78,79,43,Theoretical,Arts,Humanities
71,77,68,38,97,Practical,Technology,CS
64,53,90,73,48,Practical,Skilled,Commerce
50,77,76,49,45,Theoretical,Skilled,Bio
31,69,100,80,46,Theoretical,Civics,Humanities
41,40,70,77,60,Creative,Arts,Humanities
33,57,81,89,53,Creative,Civics,Humanities
67,54,66,95,32,Theoretical,Civics,Humanities
70,63,58,80,79,Practical,Technology,Commerce
88,55,53,51,70,Practical,Skilled,Commerce
83,64,50,55,73,Theoretical,Skilled,Commerce
42,49,82,88,46,Creative,Arts,Humanities
55,87,56,59,66,Research,Technology,BioIP
77,54,73,66,55,Theoretical,Technology,Commerce
36,38,76,93,42,Theoretical,Civics,Humanities
85,45,73,52,51,Practical,Technology,Commerce
72,40,89,74,47,Practical,Finance,Commerce
46,45,88,72,60,Theoretical,Arts,Humanities
78,92,73,57,37,Theoretical,Skilled,Bio
67,98,81,50,68,Practical,Medical,BioIP
52,73,80,59,41,Theoretical,Skilled,Bio
72,80,60,51,47,Research,Skilled,Bio
69,31,72,93,49,Creative,Civics,Humanities
64,58,77,82,43,Creative,Civics,Humanities
58,93,77,52,45,Theoretical,Skilled,Bio
97,60,47,58,77,Theoretical,Technology,CS
64,63,72,50,41,Practical,Technology,Commerce
81,60,65,37,86,Theoretical,Creative,CS
58,77,56,52,71,Practical,Medical,BioIP
74,62,85,77,41,Practical,Finance,Commerce
88,98,67,51,79,Research,Skilled,CS
86,41,60,55,68,Theoretical,Skilled,Commerce
90,99,67,52,78,Practical,Medical,BioIP
38,60,99,80,42,Theoretical,Civics,Humanities
77,50,82,73,48,Practical,Skilled,Commerce
56,98,61,44,75,Practical,Technology,BioIP
81,68,58,59,77,Practical,Finance,Commerce
73,68,62,73,46,Practical,Finance,Commerce
59,57,78,98,32,Theoretical,Arts,Humanities
51,93,57,52,57,Practical,Technology,BioIP
79,70,52,79,75,Practical,Finance,Commerce
63,96,58,62,50,Practical,Technology,BioIP
71,54,58,62,71,Practical,Technology,Commerce
88,72,81,42,58,Research,Medical,BioIP
73,72,73,68,83,Practical,Technology,BioIP
51,72,63,50,30,Theoretical,Medical,Bio
42,69,66,87,57,Creative,Arts,Humanities
91,87,62,51,89,Theoretical,Creative,CS
35,58,69,93,51,Theoretical,Arts,Humanities
58,92,78,60,38,Theoretical,Skilled,Bio
83,48,75,51,50,Practical,Technology,Commerce
98,62,60,48,99,Research,Skilled,CS
69,93,79,68,36,Research,Skilled,Bio
83,96,52,68,79,Research,Technology,BioIP
67,83,67,47,75,Research,Medical,BioIP
87,75,74,65,64,Practical,Medical,BioIP
56,70,79,63,46,Theoretical,Medical,Bio
53,97,56,63,66,Research,Skilled,Bio
